lat,lon,sst,sst_std,mask,x,y,learned_pred,learned_var,guessed_pred,guessed_var
48.02,-9.26,,,1.0,-1.3017844328229615,5.610375437508325,0.52526504,0.37540305,0.5975356,0.05702126
48.02,-9.24,,,1.0,-1.3003135537461354,5.6098827664374395,0.53185743,0.371655,0.6044056,0.058207273
48.02,-9.2,,,1.0,-1.2973717304849406,5.6088987804986346,0.54453886,0.36451697,0.61745405,0.06024742
48.02,-9.16,,,1.0,-1.294429727407344,5.607916570885987,0.55654514,0.3578114,0.62956625,0.06246662
48.02,-9.14,,,1.0,-1.292958693700359,5.607426143661948,0.56229717,0.35461617,0.6352736,0.063642144
48.02,-9.1,,,1.0,-1.2900164220356989,5.606446597151605,0.5733142,0.3485039,0.6459909,0.065692425
48.02,-9.06,,,1.0,-1.287073972066123,5.605468825147836,0.58369726,0.34272963,0.6558097,0.06775081
48.02,-9.04,,,1.0,-1.2856026453262086,5.604980592724155,0.5886651,0.339958,0.660396,0.06873596
48.02,-9.0,,,1.0,-1.282659929024895,5.604005481140254,0.59817743,0.3346209,0.6689401,0.07073629
48.02,-8.940001,,,1.0,-1.278245558337122,5.602546148919924,0.6114663,0.3270614,0.68029886,0.072861075
48.02,-8.9,,,1.0,-1.2753023309764768,5.601575444569619,0.61974436,0.32227206,0.6869903,0.07391107
48.02,-8.86,,,1.0,-1.272358998471662,5.600606534269287,0.6276231,0.3176536,0.6930545,0.07451987
48.02,-8.84,,,1.0,-1.2708873017520197,5.600122754505199,0.63143206,0.3153978,0.69588166,0.074599504
48.02,-8.8,,,1.0,-1.267943707393106,5.599156499160969,0.6388197,0.31099844,0.7011626,0.07448959
